GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "12000","Florida",5,SAINC45,265,"..."," Value of inventory change: materials and supplies","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),5204,25778,-7306,8106,-33792,4501,3494,3753,-9367,5056,-4692,10075,48592,-54423,-38841,2230,66819,-122556,-3520,39986,-90677,52507,-30494,76390,11633,-4038,15305,-408
 "12000","Florida",5,SAINC45,270,"...","Cash receipts and other income","Thousands of dollars",1450789,1418073,1552137,1793300,2179021,2269829,2627803,2699164,2908341,3610241,4066790,4280406,4420446,4530586,4804219,4929519,4968553,4930242,5511383,6050707,6456968,5811786,6226875,6487516,6480247,6384686,6336875,6629066,6880618,7471679,7008670,7164696,7033957,6989191,7117072,7336901,8209214,7849752,8489846,8367812,7554046,8389144,8536408,9261128,8868038,9102326,8835166,8012606,8590941,7466057
 "12000","Florida",5,SAINC45,280,"..."," Less: Production expenses","Thousands of dollars",984194,1022883,1041605,1123269,1361349,1568330,1631087,1780951,1901703,2444245,2945446,3087560,3147646,3177390,3172893,3273681,3261266,3108287,3411762,3478445,3761855,3866093,3876732,3768274,4140920,4179844,4462457,4638835,4695327,4834169,4531238,4682696,4914750,4817633,5112038,5219588,5541071,5802670,6793725,7131732,6336713,6515439,6786158,6676839,6841209,7133329,6257204,6484108,6233367,6389013
 "12000","Florida",5,SAINC45,290,"...","Equals: Realized net income","Thousands of dollars",466595,395190,510532,670031,817672,701499,996716,918213,1006638,1165996,1121344,1192846,1272800,1353196,1631326,1655838,1707287,1821955,2099621,2572262,2695113,1945693,2350143,2719242,2339327,2204842,1874418,1990231,2185291,2637510,2477432,2482000,2119207,2171558,2005034,2117313,2668143,2047082,1696121,1236080,1217333,1873705,1750250,2584289,2026829,1968997,2577962,1528498,2357574,1077044
 "12000","Florida",5,SAINC45,300,"..."," Plus: Value of inventory change","Thousands of dollars",8423,898,24253,8393,72215,95672,677,-9176,-97957,-28297,60222,56691,-58406,33448,-68877,-43166,-27226,4059,-73625,-11545,-20484,-12230,40706,37257,16575,36919,-58162,4916,-35112,-27258,385,-18765,-4680,-17878,41013,-79330,-62378,49537,53392,-119300,-9101,-52617,7967,-12050,-68339,-119,-44789,-30467,-152044,28190
 "12000","Florida",5,SAINC45,310,"...","Equals: Net income including corporate farms","Thousands of dollars",475018,396088,534785,678424,889887,797171,997393,909037,908681,1137699,1181566,1249537,1214394,1386644,1562449,1612672,1680061,1826014,2025996,2560717,2674629,1933463,2390849,2756499,2355902,2241761,1816256,1995147,2150179,2610252,2477817,2463235,2114527,2153680,2046047,2037983,2605765,2096619,1749513,1116780,1208232,1821088,1758217,2572239,1958490,1968878,2533173,1498031,2205530,1105234
 "12000","Florida",5,SAINC45,320,"..."," Less: Net income of corporate farms","Thousands of dollars",80468,59465,92117,151764,307529,165001,277022,198225,228493,367140,374518,102388,316744,182622,-332174,378124,469510,460780,525500,573193,930925,701037,748668,1072972,704808,942596,503591,906527,891258,916178,666897,850265,799582,847256,916699,1052030,1117339,827977,809446,512585,427493,741267,802305,1027929,583425,493235,157931,264615,414367,137514
 "12000","Florida",5,SAINC45,330,"..."," Plus: Statistical adjustment","Thousands of dollars",12,9,9,11,11,4,0,-7,-4,6,5,-3,13,-15,4,10,9,14,3,5,-16,2,10,14,10,-10,-15,7,13,-7,8,-15,-14,-2,-3,9,9,4,-12,11,-11,0,-7,4,-4,6,5,0,-8,8
 "12000","Florida",5,SAINC45,340,"...","Equals: Farm proprietors' income","Thousands of dollars",394562,336632,442677,526671,582369,632174,720371,710805,680184,770565,807053,1147146,897663,1204007,1894627,1234558,1210560,1365248,1500499,1987529,1743688,1232428,1642191,1683541,1651104,1299155,1312650,1088627,1258934,1694067,1810928,1612955,1314931,1306422,1129345,985962,1488435,1268646,940055,604206,780728,1079821,955905,1544314,1375061,1475649,2375247,1233416,1791155,967728
 "12000","Florida",5,SAINC45,350,"..."," Plus: Farm wages and salaries","Thousands of dollars",228362,196134,181233,195417,232542,250157,246797,270810,291272,393071,430000,447327,437775,517530,516951,534415,561652,543191,565738,623783,645335,740056,699017,667466,747620,722905,748587,722990,770850,814604,752788,823798,1078148,1036264,901546,1080570,1028633,1178053,1094681,1211124,1174607,1188460,1029401,1015974,1232458,1127865,977491,1143087,925554,1135798
 "12000","Florida",5,SAINC45,360,"..."," Plus: Farm supplements to wages and salaries","Thousands of dollars",13311,13440,14931,16306,21879,25868,31180,53851,61941,70091,74614,72835,66487,55859,53779,58865,62498,63746,68393,75921,94528,111935,117142,108511,136188,142665,149450,141504,136770,135057,139488,145628,188835,170607,167649,208336,169437,189457,229736,252199,235793,214161,202634,222460,228559,238295,212299,242781,216668,292087
 "12000","Florida",5,SAINC45,370,"...","Equals: Farm earnings","Thousands of dollars",636235,546206,638841,738394,836790,908199,998348,1035466,1033397,1233727,1311667,1667308,1401925,1777396,2465357,1827838,1834710,1972185,2134630,2687233,2483551,2084419,2458350,2459518,2534912,2164725,2210687,1953121,2166554,2643728,2703204,2582381,2581914,2513293,2198540,2274868,2686505,2636156,2264472,2067529,2191128,2482442,2187940,2782748,2836078,2841809,3565037,2619284,2933377,2395613
"Note: See the included footnote file."
"SAINC45: Farm Income and Expenses "
"Last updated: September 24, 2019-- new statistics for 2018; revised statistics for 2014-2017. "
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Economic Accounts"
