GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "45000","South Carolina",5,SAINC51,52,"...","Population (persons) 1/","Number of persons",1996000,2029000,2113000,2167000,2178000,2181000,2176000,2200000,2229000,2274000,2304000,2348000,2392000,2409000,2423000,2460000,2475000,2494000,2520000,2533000,2559000,2570000,2598210,2661836,2718404,2775442,2843199,2900158,2941407,2988979,3041068,3086885,3134502,3179255,3207611,3234068,3271864,3303211,3342759,3380507,3412097,3456777,3501155,3570404,3620464,3663314,3705397,3748582,3796200,3859696,3919235,3974682,4024223,4064995,4107795,4150297,4210921,4270150,4357847,4444110,4528996,4589872,4635656,4671422,4717112,4764153,4823793,4892253,4958235,5021219,5084127
 "45000","South Carolina",5,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",872,833,886,1079,1135,1182,1128,1182,1209,1239,1271,1331,1371,1427,1512,1577,1697,1853,2043,2193,2391,2641,2912,3120,3368,3758,4144,4529,4926,5280,5848,6387,7064,7805,8307,8940,9900,10457,11053,11672,12646,13489,14299,14764,15538,16130,16874,17600,18396,19187,20204,20933,22219,22792,23620,24353,25407,26306,27724,28879,29730,29214,29842,31037,32448,32272,34058,35529,36216,37755,39401
 "46000","South Dakota",4,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",864.6,665.9,807.4,933.9,817.3,891.7,922.3,860.6,916.9,1082.0,1094.7,1002.7,1231.2,1229.5,1405.2,1356.2,1347.6,1521.3,1634.9,1658.6,1761.4,1896.1,2083.6,2310.3,2668.8,3346.1,3304.6,3687.1,3603.3,4141.4,4742.3,5208.9,5188.6,6060.9,6352.5,6701.2,7703.3,7880.8,8228.7,8637.6,9012.3,9658.6,10537.0,10989.6,11886.6,12363.5,13398.2,13597.0,15074.1,15226.9,16467.4,17151.1,18346.3,18955.2,19222.1,21314.2,22885.5,24149.1,25244.6,28027.5,29977.3,29736.1,31359.2,33988.3,34637.8,34851.7,36330.1,37801.8,38163.2,39321.8,42131.1
 "46000","South Dakota",4,SAINC51,52,"...","Population (persons) 1/","Number of persons",612000,631000,655000,655000,651000,648000,655000,663000,670000,666000,656000,667000,683000,693000,705000,708000,701000,692000,683000,671000,669000,668000,666641,671382,677389,678939,679877,681420,686843,688992,689293,689018,690851,689584,690597,693009,697250,698404,696036,696034,698160,696698,697101,703669,712801,722159,730790,737925,742213,744223,746058,750412,755844,757972,760020,763729,770396,775493,783033,791623,799124,807067,816165,823484,833496,842270,849088,853933,862890,873286,882235
 "46000","South Dakota",4,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1413,1055,1233,1426,1255,1376,1408,1298,1369,1625,1669,1503,1803,1774,1993,1916,1922,2198,2394,2472,2633,2838,3126,3441,3940,4928,4861,5411,5246,6011,6880,7560,7511,8789,9198,9670,11048,11284,11822,12410,12909,13863,15115,15618,16676,17120,18334,18426,20310,20460,22073,22856,24273,25008,25292,27908,29706,31140,32239,35405,37513,36845,38423,41274,41557,41378,42787,44268,44227,45027,47755
 "47000","Tennessee",5,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",2927.6,2924.8,3238.4,3551.7,3689.2,3950.4,4046.2,4266.7,4538.1,4752.5,4952.3,5298.4,5404.8,5738.1,5999.7,6432.9,6987.2,7580.7,8272.4,8882.0,9783.7,10489.2,11497.2,12792.8,14382.1,16328.8,18064.1,19903.7,22179.2,24590.7,27877.9,31022.6,34132.7,37979.8,40568.3,43393.7,48563.3,51736.8,55436.7,59451.4,64909.1,69438.7,74049.0,78152.0,85494.1,90891.4,96415.1,103372.7,108610.5,114690.0,125780.1,130762.0,139025.5,142430.7,149186.9,156408.9,166165.9,172842.5,182762.0,191046.0,199279.5,202262.6,211630.5,223016.8,235159.6,235616.6,245019.3,256561.9,264825.8,274765.3,290582.0
 "47000","Tennessee",5,SAINC51,52,"...","Population (persons) 1/","Number of persons",3216000,3236000,3315000,3372000,3352000,3319000,3359000,3415000,3415000,3434000,3471000,3522000,3575000,3622000,3673000,3718000,3771000,3798000,3822000,3859000,3878000,3897000,3936975,4010238,4088445,4138417,4201621,4260829,4329160,4401939,4461639,4533297,4600252,4627662,4646043,4659757,4686743,4715292,4738708,4782939,4822438,4854432,4894492,4966587,5049742,5137584,5231438,5326936,5416643,5499233,5570045,5638706,5703719,5750789,5795918,5847812,5910809,5991057,6088766,6175727,6247411,6306019,6355301,6397410,6451281,6493432,6540826,6590808,6645011,6708794,6770010
 "47000","Tennessee",5,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",910,904,977,1053,1101,1190,1205,1249,1329,1384,1427,1504,1512,1584,1633,1730,1853,1996,2164,2302,2523,2692,2920,3190,3518,3946,4299,4671,5123,5586,6248,6843,7420,8207,8732,9312,10362,10972,11699,12430,13460,14304,15129,15736,16930,17691,18430,19406,20051,20856,22582,23190,24375,24767,25740,26747,28112,28850,30016,30935,31898,32075,33300,34860,36452,36285,37460,38927,39853,40956,42922
 "48000","Texas",6,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",8465.2,9294.6,9935.9,11151.5,11967.1,12311.6,12729.3,13766.4,14677.3,15641.8,16198.3,17114.5,17503.2,18497.9,19380.3,20218.5,22020.4,23644.7,25643.1,27950.3,30777.7,33938.3,37866.7,41556.1,45626.0,51921.5,58002.0,67009.4,74949.6,82908.5,95642.0,108747.0,124203.6,144518.8,161242.6,175487.1,193068.2,208065.5,215175.1,218514.0,232932.8,247426.1,266875.0,280461.6,304678.6,322213.6,340123.2,363036.3,387820.0,419799.0,455013.5,479322.3,518927.5,554069.9,574277.1,600640.2,631115.8,676535.0,739894.3,784747.9,851236.1,840445.2,888393.9,960407.5,1029245.1,1044312.7,1121548.4,1149380.0,1153200.6,1231095.6,1317528.3
 "48000","Texas",6,SAINC51,52,"...","Population (persons) 1/","Number of persons",7626000,7623000,7776000,8111000,8314000,8336000,8382000,8660000,8830000,9070000,9252000,9405000,9624000,9820000,10053000,10159000,10270000,10378000,10492000,10599000,10819000,11045000,11236772,11509640,11758760,12018970,12267865,12568182,12903268,13191790,13497726,13887312,14338208,14746318,15331408,15751674,16007088,16272722,16561103,16621767,16667040,16806729,17056755,17398005,17759738,18161612,18564062,18958751,19340342,19740317,20157531,20558220,20944499,21319622,21690325,22030931,22394023,22778123,23359580,23831983,24309039,24801761,25242679,25646227,26089620,26489464,26977142,27486814,27937492,28322717,28701845
 "48000","Texas",6,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1110,1219,1278,1375,1439,1477,1519,1590,1662,1725,1751,1820,1819,1884,1928,1990,2144,2278,2444,2637,2845,3073,3370,3611,3880,4320,4728,5332,5809,6285,7086,7831,8662,9800,10517,11141,12061,12786,12993,13146,13976,14722,15646,16120,17156,17741,18322,19149,20052,21266,22573,23315,24776,25989,26476,27263,28182,29701,31674,32928,35017,33887,35194,37448,39450,39424,41574,41816,41278,43467,45904
 "49000","Utah",7,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",784.0,817.5,910.7,1041.2,1090.6,1118.5,1133.2,1245.8,1350.6,1466.8,1518.7,1617.4,1725.7,1845.8,2015.0,2090.0,2230.2,2366.7,2509.8,2641.0,2799.2,3031.3,3411.4,3847.3,4275.3,4757.2,5310.7,5989.6,6694.7,7546.8,8668.9,9739.2,10964.8,12299.5,13315.7,14430.7,16021.4,17096.3,17958.9,18747.7,19975.5,21467.2,23001.6,24812.3,26834.3,28871.3,31054.6,33712.4,36651.9,39532.4,42233.7,44424.3,47567.1,50023.6,52578.8,54907.1,58677.6,63193.0,70034.9,75897.0,80456.0,78961.1,81418.6,87061.3,92996.1,95167.9,101056.0,108377.6,114291.1,121160.8,130484.7
 "49000","Utah",7,SAINC51,52,"...","Population (persons) 1/","Number of persons",653000,671000,696000,706000,724000,739000,750000,783000,809000,826000,845000,870000,900000,936000,958000,974000,978000,994000,1009000,1019000,1029000,1047000,1065672,1100733,1134601,1168784,1198793,1233935,1272365,1316421,1364235,1416094,1472595,1515472,1558314,1594943,1622342,1642910,1662833,1678120,1689372,1705865,1731223,1779780,1836799,1898404,1960446,2014177,2067976,2119784,2165960,2203482,2244502,2283715,2324815,2360137,2401580,2457719,2525507,2597746,2663029,2723421,2775334,2814216,2853467,2897927,2937399,2982497,3042613,3103118,3161105
 "49000","Utah",7,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1201,1218,1309,1475,1506,1513,1511,1591,1670,1776,1797,1859,1917,1972,2103,2146,2280,2381,2487,2592,2720,2895,3201,3495,3768,4070,4430,4854,5262,5733,6354,6877,7446,8116,8545,9048,9875,10406,10800,11172,11824,12584,13286,13941,14609,15208,15841,16738,17724,18649,19499,20161,21193,21904,22616,23264,24433,25712,27731,29216,30212,28993,29337,30936,32591,32840,34403,36338,37563,39045,41278
 "50000","Vermont",1,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",406.5,395.4,420.0,471.9,479.2,504.8,517.6,532.8,576.9,601.9,613.6,656.7,693.0,723.3,759.7,779.5,842.0,928.1,1037.8,1122.5,1222.8,1319.3,1457.3,1622.0,1759.0,1952.9,2114.2,2331.0,2598.3,2795.3,3197.7,3568.6,3988.5,4470.1,4904.7,5281.2,5821.3,6276.7,6720.6,7232.0,7939.2,8743.4,9097.9,9337.6,10033.1,10419.2,10940.6,11521.7,12062.9,12623.0,13528.7,14386.4,15504.5,16556.5,17210.8,18126.1,19225.4,19535.4,20659.7,21625.4,22821.5,23091.5,23778.8,24858.3,25803.8,25891.4,26849.3,27788.9,28366.6,29005.2,30450.4
 "50000","Vermont",1,SAINC51,52,"...","Population (persons) 1/","Number of persons",359000,369000,379000,378000,375000,379000,377000,375000,377000,376000,380000,387000,389000,390000,393000,397000,399000,404000,413000,423000,430000,437000,446323,454357,463214,468533,473138,479894,485144,492174,498284,505711,512524,515594,519108,523302,526658,530035,534066,540267,549763,557708,564798,568606,572751,577748,583836,589002,593701,597239,600416,604683,609618,612223,615442,617858,619920,621215,622892,623481,624151,624817,625880,626979,626063,626212,625218,625197,623644,624525,626299
 "50000","Vermont",1,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1132,1072,1108,1249,1278,1332,1373,1421,1530,1601,1615,1697,1781,1855,1933,1963,2110,2297,2513,2654,2844,3019,3265,3570,3797,4168,4469,4857,5356,5679,6417,7057,7782,8670,9448,10092,11053,11842,12584,13386,14441,15677,16108,16422,17517,18034,18739,19561,20318,21136,22532,23792,25433,27043,27965,29337,31013,31447,33167,34685,36564,36957,37993,39648,41216,41346,42944,44448,45485,46444,48620
 "51000","Virginia",5,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",3572.9,3636.0,4103.9,4768.2,5120.7,5305.6,5436.1,5733.2,6146.9,6479.5,6726.1,7164.9,7322.0,7824.4,8400.1,8966.9,10075.0,10822.3,11620.8,12691.7,13934.3,15507.6,16928.6,18893.8,20691.1,23317.9,25637.4,28759.6,31552.1,34746.0,39246.8,43678.7,49329.4,55019.4,59869.6,65175.0,72986.1,78395.1,84607.3,90656.6,99860.9,107559.6,113490.1,118921.1,126872.4,133059.4,139598.7,146567.6,153140.3,162408.5,171533.1,182277.8,197699.4,208454.7,219769.4,235359.2,252936.8,267715.4,284937.9,299044.7,310372.3,313061.1,325859.9,341395.7,360023.6,353624.9,369916.7,385978.8,393114.6,407704.9,431224.3
 "51000","Virginia",5,SAINC51,52,"...","Population (persons) 1/","Number of persons",3207000,3292000,3315000,3434000,3504000,3557000,3555000,3588000,3722000,3844000,3914000,3951000,3986000,4095000,4180000,4276000,4357000,4411000,4456000,4508000,4558000,4614000,4659930,4752846,4828131,4906648,4978155,5056385,5132693,5205706,5284122,5324533,5368334,5444094,5492785,5564662,5643868,5715149,5811692,5932273,6036908,6120246,6216884,6301217,6414307,6509630,6593139,6670693,6750884,6829183,6900918,7000174,7105817,7198362,7286873,7366977,7475575,7577105,7673725,7751000,7833496,7925937,8023680,8100469,8185229,8253053,8312076,8362907,8410946,8465207,8517685
 "51000","Virginia",5,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1114,1104,1238,1389,1461,1492,1529,1598,1652,1686,1718,1813,1837,1911,2010,2097,2312,2453,2608,2815,3057,3361,3633,3975,4286,4752,5150,5688,6147,6675,7427,8203,9189,10106,10900,11712,12932,13717,14558,15282,16542,17574,18255,18873,19780,20440,21173,21972,22684,23782,24857,26039,27822,28959,30160,31948,33835,35332,37132,38581,39621,39498,40612,42145,43985,42848,44504,46154,46738,48162,50627
 "53000","Washington",8,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",3454.9,3518.4,3978.2,4259.9,4497.7,4794.3,4983.1,5254.5,5494.0,5847.5,5916.0,6313.8,6524.2,6840.9,7359.3,7517.6,8027.5,8617.8,9625.4,10496.1,11605.7,12553.0,13522.1,14378.6,15343.7,17223.6,19557.3,22238.6,24561.0,27184.0,31290.2,35751.8,40641.3,45025.8,48765.5,52606.8,56587.6,60037.6,64236.1,67480.0,73800.0,80715.6,88389.4,95161.8,103021.6,108666.3,113863.5,120228.9,128184.5,137099.5,148545.9,156108.4,168112.1,175116.3,182278.5,191706.0,207180.2,213612.4,231365.1,249161.3,263561.0,258276.1,264557.9,276734.8,299642.0,302843.8,326302.8,344062.6,362329.4,387349.9,417860.3
 "53000","Washington",8,SAINC51,52,"...","Population (persons) 1/","Number of persons",2255000,2294000,2387000,2424000,2448000,2466000,2516000,2604000,2668000,2724000,2773000,2821000,2855000,2882000,2942000,2955000,2961000,2967000,3057000,3174000,3270000,3343000,3417362,3446958,3446815,3477227,3547877,3618824,3690561,3772360,3886191,4012831,4154678,4235728,4276551,4300269,4343657,4400096,4452724,4531903,4639894,4746315,4903043,5025624,5160757,5278842,5375161,5481027,5569753,5674747,5769562,5842564,5910512,5985722,6052349,6104115,6178645,6257305,6370753,6461587,6562231,6667426,6742902,6821655,6892876,6962906,7052439,7163543,7294680,7425432,7535591
 "53000","Washington",8,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1532,1534,1667,1757,1837,1944,1981,2018,2059,2147,2133,2238,2285,2374,2501,2544,2711,2905,3149,3307,3549,3755,3957,4171,4452,4953,5512,6145,6655,7206,8052,8909,9782,10630,11403,12233,13028,13645,14426,14890,15906,17006,18027,18935,19962,20585,21183,21935,23014,24160,25746,26719,28443,29256,30117,31406,33532,34138,36317,38560,40163,38737,39235,40567,43471,43494,46268,48030,49670,52165,55452
 "54000","West Virginia",5,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",1939.8,1836.5,1971.9,2151.8,2185.8,2223.7,2122.7,2252.5,2476.0,2632.5,2671.6,2741.1,2762.8,2803.0,2928.8,3047.0,3290.2,3523.3,3713.3,3939.9,4133.0,4341.7,4890.6,5396.6,5951.1,6555.4,7181.8,8140.2,9020.9,10111.1,11290.0,12506.7,13696.6,14970.4,15956.1,16484.5,17806.5,18536.9,19052.7,19505.5,20957.8,22023.8,23433.5,24520.9,26556.2,27553.9,28653.3,29578.4,30702.8,31878.4,33186.7,34103.2,36065.7,38191.5,40173.1,41022.2,42651.6,44439.8,47374.7,48878.8,51655.1,53032.6,54825.7,57280.2,59387.4,58613.3,60396.2,61337.7,61213.9,63568.8,66925.3
 "54000","West Virginia",5,SAINC51,52,"...","Population (persons) 1/","Number of persons",1899000,1930000,2006000,1984000,1957000,1929000,1905000,1880000,1857000,1843000,1845000,1855000,1853000,1828000,1809000,1796000,1797000,1786000,1775000,1769000,1763000,1746000,1746629,1770252,1796910,1805293,1814048,1840548,1877440,1905628,1920342,1939062,1951349,1954125,1949605,1945058,1927696,1906831,1882352,1857583,1830213,1806570,1792548,1798735,1806451,1817539,1820421,1823700,1822808,1819113,1815609,1811799,1807021,1801481,1805414,1812295,1816438,1820492,1827912,1834052,1840310,1847775,1854214,1856074,1856764,1853873,1849467,1841996,1830929,1817048,1805832
 "54000","West Virginia",5,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1021,952,983,1085,1117,1153,1114,1198,1333,1428,1448,1478,1491,1533,1619,1697,1831,1973,2092,2227,2344,2487,2800,3049,3312,3631,3959,4423,4805,5306,5879,6450,7019,7661,8184,8475,9237,9721,10122,10500,11451,12191,13073,13632,14701,15160,15740,16219,16844,17524,18279,18823,19959,21200,22251,22635,23481,24411,25917,26651,28069,28701,29568,30861,31984,31617,32656,33300,33433,34985,37061
 "55000","Wisconsin",3,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",4346.8,4341.7,4791.8,5403.4,5573.4,5742.9,5809.3,6220.3,6686.1,6999.0,7171.0,7746.4,7937.3,8261.4,8688.3,8939.1,9730.4,10484.2,11343.9,11871.3,12994.2,14088.7,15353.3,16718.1,18077.7,20232.0,22101.8,24486.0,26720.3,29763.2,32964.9,37004.7,41052.4,44542.0,47449.0,50384.5,55589.6,58575.2,61798.5,64833.5,69015.8,75101.7,79267.4,82565.9,89160.6,93652.8,99256.6,104202.2,109482.8,115509.6,123148.5,128568.8,137445.2,144964.6,152065.8,157511.6,165225.5,169909.2,179228.7,187187.4,193675.1,195125.1,200496.6,210036.5,220486.3,219681.2,229860.7,237595.4,241934.2,251614.9,265871.3
 "55000","Wisconsin",3,SAINC51,52,"...","Population (persons) 1/","Number of persons",3314000,3391000,3438000,3439000,3469000,3506000,3608000,3679000,3742000,3791000,3843000,3891000,3962000,4009000,4049000,4112000,4165000,4232000,4274000,4303000,4345000,4378000,4425944,4459968,4498433,4518461,4538173,4569616,4584688,4613299,4631944,4665911,4712045,4726345,4728862,4721438,4735571,4747765,4755625,4777923,4822391,4856568,4904562,4964343,5025398,5084889,5133678,5184836,5229986,5266213,5297672,5332666,5373999,5406835,5445162,5479203,5514026,5546166,5577655,5610775,5640996,5669264,5690479,5704755,5719855,5736952,5751974,5761406,5772958,5792051,5813568
 "55000","Wisconsin",3,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1312,1280,1394,1571,1607,1638,1610,1691,1787,1846,1866,1991,2003,2061,2146,2174,2336,2477,2654,2759,2991,3218,3469,3748,4019,4478,4870,5358,5828,6452,7117,7931,8712,9424,10034,10671,11739,12337,12995,13569,14312,15464,16162,16632,17742,18418,19334,20097,20934,21934,23246,24110,25576,26811,27927,28747,29965,30635,32133,33362,34333,34418,35234,36818,38548,38292,39962,41239,41908,43441,45733
 "56000","Wyoming",7,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",402.7,439.1,484.5,534.3,522.7,523.1,515.9,560.3,593.6,633.4,645.3,679.2,707.7,749.1,772.3,781.8,828.8,854.4,869.4,924.4,981.6,1080.9,1201.7,1344.5,1528.8,1762.3,2024.6,2327.6,2556.8,2985.2,3556.4,4091.7,4793.3,5451.6,5812.9,5861.8,6165.6,6436.9,6480.3,6207.0,6324.2,6855.3,7388.8,7782.1,8233.4,8685.4,9072.9,9514.5,9743.6,10408.1,11042.3,11793.7,12633.2,13453.8,14157.4,15176.5,16262.3,17579.8,20002.0,21209.9,23367.5,22479.8,23467.7,25716.4,27482.2,27374.6,29447.4,29922.8,28812.7,29410.3,31610.0
 "56000","Wyoming",7,SAINC51,52,"...","Population (persons) 1/","Number of persons",269000,277000,290000,291000,293000,290000,293000,307000,312000,314000,315000,320000,331000,337000,333000,336000,339000,332000,323000,322000,324000,329000,333795,340023,346863,353353,364548,380477,395446,411530,430897,451850,474185,491712,506400,510344,504895,499696,495633,476966,465103,458373,453690,459260,466251,473081,480283,485160,488167,489451,490787,491780,494300,494657,500017,503453,509106,514157,522667,534876,546043,559851,564483,567224,576270,582123,582548,585668,584290,578934,577737
 "56000","Wyoming",7,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1497,1585,1671,1836,1784,1804,1761,1825,1902,2017,2049,2123,2138,2223,2319,2327,2445,2574,2692,2871,3030,3285,3600,3954,4408,4987,5554,6118,6466,7254,8254,9055,10109,11087,11479,11486,12212,12882,13075,13014,13597,14956,16286,16945,17659,18359,18891,19611,19960,21265,22499,23982,25558,27198,28314,30145,31943,34192,38269,39654,42794,40153,41574,45337,47690,47025,50549,51092,49312,50801,54713
 "91000","New England",1,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",12697.9,12726.6,13988.9,15192.5,15872.4,16980.6,17539.3,18666.2,19930.4,21062.6,21293.2,22628.1,23374.5,24652.5,26070.8,27204.4,29597.2,31656.9,34082.4,36908.1,39357.8,42908.5,47054.9,50832.9,54290.9,59576.8,64469.5,70510.0,76010.8,83051.5,91662.4,101692.8,114559.6,127337.4,139571.5,152348.5,171613.6,184130.2,197742.9,213282.9,237576.9,254470.9,262468.4,267833.7,282916.2,292476.7,304488.3,320020.7,334019.9,351509.1,373344.2,394854.6,429258.3,455931.1,476010.0,492701.1,519379.4,535569.5,572359.1,596547.8,628605.7,642619.9,667478.2,685464.6,711526.1,697121.1,729503.0,761866.8,786387.5,818178.4,869837.6
 "91000","New England",1,SAINC51,52,"...","Population (persons) 1/","Number of persons",9232000,9379000,9316000,9289000,9358000,9628000,9833000,9871000,9928000,10030000,10219000,10437000,10532000,10666000,10800000,10986000,11186000,11329000,11430000,11562000,11637000,11735000,11878088,11996218,12087834,12147736,12156540,12176402,12207302,12257357,12302714,12345269,12371656,12435782,12467917,12544350,12641838,12740544,12833004,12951233,13084523,13181740,13229502,13247630,13271045,13334364,13396380,13472634,13554814,13642197,13733828,13837653,13949721,14041043,14122441,14182454,14206683,14216656,14245540,14279205,14340115,14403575,14469783,14529652,14589870,14644797,14703653,14729548,14759146,14802967,14853290
 "91000","New England",1,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1375,1357,1502,1636,1696,1764,1784,1891,2007,2100,2084,2168,2219,2311,2414,2476,2646,2794,2982,3192,3382,3656,3961,4237,4491,4904,5303,5791,6227,6776,7451,8237,9260,10240,11194,12145,13575,14452,15409,16468,18157,19305,19840,20217,21318,21934,22729,23753,24642,25766,27184,28535,30772,32471,33706,34740,36559,37672,40178,41777,43835,44615,46129,47177,48769,47602,49614,51724,53281,55271,58562
 "92000","Mideast",2,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",48827.8,49492.6,54041.5,57864.1,60431.0,64695.2,66399.5,70444.8,75324.1,79761.1,81657.6,86002.3,89507.4,93245.3,98422.5,102961.2,111843.0,119230.3,127719.9,136907.6,148850.2,158060.0,173369.3,188603.0,201141.4,218624.8,236376.8,260001.1,278092.7,300448.3,328659.0,358684.3,397848.6,439003.5,475394.3,515513.9,568137.7,604775.8,644309.4,682189.0,753591.6,810629.1,865529.0,887228.8,941147.4,970304.5,1001970.8,1051836.0,1099422.2,1151656.8,1214979.0,1274260.7,1374618.7,1425823.8,1489598.6,1542198.6,1621990.0,1671377.9,1769705.3,1864441.4,1924547.3,1954989.8,2025230.5,2110866.6,2212542.9,2198154.6,2290863.9,2377248.4,2463386.5,2581024.0,2726730.7
 "92000","Mideast",2,SAINC51,52,"...","Population (persons) 1/","Number of persons",32981000,33623000,33726000,33937000,34466000,35146000,35835000,36323000,36677000,37127000,37721000,38202000,38597000,39133000,39552000,40083000,40555000,41025000,41360000,41617000,41924000,42111000,42516918,42869509,42991563,42836999,42709177,42727721,42667403,42546619,42421484,42358101,42272235,42328543,42382098,42543638,42686518,42793973,42991120,43189888,43435353,43584907,43761704,44070941,44392469,44717161,44969670,45186033,45383860,45579719,45822025,46105834,46386027,46619373,46841190,47034773,47162342,47239239,47334435,47473718,47684886,47943872,48204184,48436789,48623844,48760799,48865485,48921423,48940126,48947369,48970133
 "92000","Mideast",2,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1480,1472,1602,1705,1753,1841,1853,1939,2054,2148,2165,2251,2319,2383,2488,2569,2758,2906,3088,3290,3550,3753,4078,4399,4679,5104,5535,6085,6518,7062,7747,8468,9412,10371,11217,12117,13310,14132,14987,15795,17350,18599,19778,20132,21201,21699,22281,23278,24225,25267,26515,27638,29634,30584,31801,32788,34392,35381,37387,39273,40360,40777,42014,43580,45503,45080,46881,48593,50335,52731,55682
 "93000","Great Lakes",3,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",43241.3,42178.8,46880.0,51720.8,54178.9,59000.4,59541.8,64325.3,68449.7,71322.3,71962.7,76456.3,78851.5,81288.2,85789.4,89695.8,97631.7,106131.1,114624.1,120250.5,129727.9,139469.4,148692.3,162175.4,174702.7,196306.1,212461.8,232572.0,253259.8,279554.8,308519.4,338351.2,369252.6,401447.3,426124.1,450074.1,499181.2,527930.3,557108.8,581679.0,626398.6,671123.3,709899.8,730795.1,787090.3,819188.4,866522.2,911094.1,955984.1,1004774.1,1063434.5,1109006.1,1183841.1,1225083.2,1264431.0,1308073.2,1362749.6,1396787.0,1462786.2,1518724.9,1567206.7,1550154.5,1595247.9,1669397.0,1743697.3,1754765.6,1836561.5,1907790.6,1948460.2,2014359.1,2124180.6
 "93000","Great Lakes",3,SAINC51,52,"...","Population (persons) 1/","Number of persons",29832000,30324000,30530000,30883000,31498000,32166000,33063000,33779000,34404000,34967000,35578000,35928000,36290000,36616000,36927000,37357000,37868000,38405000,38951000,39347000,39645000,39904000,40319722,40622322,40824274,40946800,41036791,41105385,41186726,41353165,41510152,41610978,41693671,41647869,41492474,41366046,41393218,41417995,41455030,41589687,41720866,41872543,42091157,42495903,42902625,43274741,43589980,43923694,44239468,44493603,44727877,44969225,45216019,45401564,45550284,45707787,45844372,45949142,46071573,46187992,46275120,46355854,46438539,46513075,46586913,46693513,46768031,46784467,46820090,46878905,46931883
 "93000","Great Lakes",3,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1449,1391,1536,1675,1720,1834,1801,1904,1990,2040,2023,2128,2173,2220,2323,2401,2578,2763,2943,3056,3272,3495,3688,3992,4279,4794,5177,5658,6149,6760,7432,8131,8856,9639,10270,10880,12059,12746,13439,13986,15014,16028,16866,17197,18346,18930,19879,20743,21609,22582,23776,24661,26182,26983,27759,28618,29726,30399,31750,32881,33867,33440,34352,35891,37429,37581,39270,40778,41616,42969,45261
 "94000","Plains",4,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",18324.1,17006.8,19253.6,20630.9,21598.8,21866.0,23100.6,23548.3,24698.2,26478.1,28000.7,28700.1,29961.0,31074.4,33144.4,34421.7,36349.7,39779.9,42470.2,44439.2,48138.8,52006.7,57041.9,62141.6,67780.4,79636.4,82915.7,92169.0,98110.5,108219.7,122113.9,133577.9,144296.8,162894.4,173826.7,184732.2,207938.4,219005.4,229833.9,240618.9,252841.1,271702.2,287135.5,298365.8,320435.9,330322.0,352455.8,368110.0,394221.9,411685.7,437864.6,456512.2,487748.8,506397.9,526185.1,554310.8,587113.3,604154.6,637910.4,675551.6,715873.4,713294.8,737708.5,784192.0,828869.4,830254.1,866394.3,892122.3,906073.2,933851.6,989930.2
